index,Товар,Ссылка,Штрихкод,РодительскяГруппаТоваров,ГруппаТоваров,path,Номер полки
1636,"Натуральная жвачка кофе, ВП",https://vkusvill.ru/upload/resize/239091/239091_250x250x70.jpg,4680046809209,Выбор покупателя,"Хлебцы. Сухарики. Снэки, ВП",36/1636.jpg,
3145,"Ядра абрикосовых косточек, ВП",https://vkusvill.ru/upload/resize/244259/244259_250x250x70.jpg,2100100190354,Выбор покупателя,"Хлебцы. Сухарики. Снэки, ВП",45/3145.jpg,
3175,"Хлепешки по-индийски, ВП",https://vkusvill.ru/upload/resize/244336/244336_250x250x70.jpg,4607961090161,Выбор покупателя,"Хлебцы. Сухарики. Снэки, ВП",75/3175.jpg,
3419,"Хлебцы гречневые с киноа и кунжутом, ВП",https://vkusvill.ru/upload/resize/247375/247375_250x250x70.jpg,4607121294880,Выбор покупателя,"Хлебцы. Сухарики. Снэки, ВП",19/3419.jpg,
353,"Напиток ""Шиповник"" растворимый",https://vkusvill.ru/upload/resize/236528/236528_250x250x70.jpg,2100100110994,Бакалея,Чай,53/353.jpg,
601,Фиточай,https://vkusvill.ru/upload/resize/236980/236980_250x250x70.jpg,4665304340328,Бакалея,Чай,01/601.jpg,
603,"Напиток ""Матча Латте"" растворимый",https://vkusvill.ru/upload/resize/236984/236984_250x250x70.jpg,2100100137205,Бакалея,Чай,03/603.jpg,
1189,Иван-чай с ромашкой,https://vkusvill.ru/upload/resize/238129/238129_250x250x70.jpg,2100100105259,Бакалея,Чай,89/1189.jpg,
1390,"Чай черный ""Цейлонский"" листовой",https://vkusvill.ru/upload/resize/238548/238548_250x250x70.jpg,2100100151539,Бакалея,Чай,90/1390.jpg,
1663,"Чай ""Манговый улун""",https://vkusvill.ru/upload/resize/239160/239160_250x250x70.jpg,2100100128104,Бакалея,Чай,63/1663.jpg,
1666,"Напиток чайный ""Гречишный""",https://vkusvill.ru/upload/resize/239164/239164_250x250x70.jpg,2100100130718,Бакалея,Чай,66/1666.jpg,
1924,Липа с черным чаем,https://vkusvill.ru/upload/resize/239757/239757_250x250x70.jpg,2100100095987,Бакалея,Чай,24/1924.jpg,
2259,Чай зеленый с цветками жасмина,https://vkusvill.ru/upload/resize/240576/240576_250x250x70.jpg,2100100128098,Бакалея,Чай,59/2259.jpg,
2260,Чай зеленый байховый в пакетиках,https://vkusvill.ru/upload/resize/240578/240578_250x250x70.jpg,4650070570086,Бакалея,Чай,60/2260.jpg,
2261,Иван-чай с земляникой,https://vkusvill.ru/upload/resize/240580/240580_250x250x70.jpg,2100100059408,Бакалея,Чай,61/2261.jpg,
2265,"Напиток чайный ""Ройбуш"", в пирамидках",https://vkusvill.ru/upload/resize/240591/240591_250x250x70.jpg,2100100135607,Бакалея,Чай,65/2265.jpg,
2266,Чай с мятой и календулой в пакетиках,https://vkusvill.ru/upload/resize/240592/240592_250x250x70.jpg,4650070570147,Бакалея,Чай,66/2266.jpg,
2452,Мята душистая,https://vkusvill.ru/upload/resize/241013/241013_250x250x70.jpg,2100100062194,Бакалея,Чай,52/2452.jpg,
2453,Чай черный байховый в пакетиках,https://vkusvill.ru/upload/resize/241015/241015_250x250x70.jpg,7942358560016,Бакалея,Чай,53/2453.jpg,
2611,Чай черный с ромашкой и душицей в пакетиках,https://vkusvill.ru/upload/resize/241390/241390_250x250x70.jpg,4650070570123,Бакалея,Чай,11/2611.jpg,
2753,Горный чабрец,https://vkusvill.ru/upload/resize/241711/241711_250x250x70.jpg,2100100062170,Бакалея,Чай,53/2753.jpg,
2754,Напиток чайный фруктовый,https://vkusvill.ru/upload/resize/241714/241714_250x250x70.jpg,2100100135515,Бакалея,Чай,54/2754.jpg,
2755,"Ромашка для заваривания, в пакетиках",https://vkusvill.ru/upload/resize/241715/241715_250x250x70.jpg,2100100130701,Бакалея,Чай,55/2755.jpg,
2890,"Порошковый зеленый чай ""Матча""",https://vkusvill.ru/upload/resize/242044/242044_250x250x70.jpg,2100100112271,Бакалея,Чай,90/2890.jpg,
2892,"Напиток чайный ""Гибискус""",https://vkusvill.ru/upload/resize/242049/242049_250x250x70.jpg,2100100135508,Бакалея,Чай,92/2892.jpg,
3331,"Напиток чайный ""Гречишный"", 75 г",https://vkusvill.ru/upload/resize/246230/246230_250x250x70.jpg,2100100176167,Бакалея,Чай,31/3331.jpg,
3716,"Напиток чайный ""Чага чай""",https://vkusvill.ru/upload/resize/93991/93991_250x250x70.jpg,2100100115043,Бакалея,Чай,16/3716.jpg,
3764,Иван-чай,https://vkusvill.ru/upload/resize/94306/94306_250x250x70.jpg,2100100066246,Бакалея,Чай,64/3764.jpg,
3889,"Напиток чайный ""Имбирь с черным чаем""",https://vkusvill.ru/upload/resize/95135/95135_250x250x70.jpg,2100100115036,Бакалея,Чай,89/3889.jpg,
354,"Соус томатный с луком, ЗиЗ",https://vkusvill.ru/upload/resize/249190/249190_530x300x85_c.jpg,4612756090080,Закажи и забери,Бакалея (закажи и забери),54/354.jpg,нет
355,"Соус луковый с изюмом, ЗиЗ",https://vkusvill.ru/upload/resize/249192/249192_530x300x85_c.jpg,4612756090073,Закажи и забери,Бакалея (закажи и забери),55/355.jpg,нет
356,"Соус-чатни «Клюква с апельсином», ЗиЗ",https://vkusvill.ru/upload/resize/236532/236532_250x250x70.jpg,4612756090066,Закажи и забери,Бакалея (закажи и забери),56/356.jpg,нет
599,"Сахар кокосовый в саше, ЗиЗ",https://vkusvill.ru/upload/resize/248994/248994_530x300x85_c.jpg,4680059821670,Закажи и забери,Бакалея (закажи и забери),99/599.jpg,нет
604,"Соус из яблок с клюквой, ЗиЗ",https://vkusvill.ru/upload/resize/249186/249186_530x300x85_c.jpg,4612756090011,Закажи и забери,Бакалея (закажи и забери),04/604.jpg,нет
656,"Икра грибная для гурманов, 450 г,ЗиЗ",https://vkusvill.ru/upload/resize/237100/237100_250x250x70.jpg,4640027303478,Закажи и забери,Бакалея (закажи и забери),56/656.jpg,нет
877,"Цампа, ячменная каша с семенами,ЗиЗ",https://vkusvill.ru/upload/resize/237508/237508_250x250x70.jpg,4627133942142,Закажи и забери,Бакалея (закажи и забери),77/877.jpg,нет
882,"Мука кокосовая, 500гр., ЗиЗ",https://vkusvill.ru/upload/resize/237515/237515_250x250x70.jpg,4680059821007,Закажи и забери,Бакалея (закажи и забери),82/882.jpg,нет
891,"Эритрит в саше, ЗиЗ",https://vkusvill.ru/upload/resize/248992/248992_530x300x85_c.jpg,4680059821656,Закажи и забери,Бакалея (закажи и забери),91/891.jpg,нет
1105,"Гранола ""Ассорти"", ЗиЗ",https://vkusvill.ru/upload/resize/237951/237951_250x250x70.jpg,4607816844253,Закажи и забери,Бакалея (закажи и забери),05/1105.jpg,нет
1251,"Варенье яблоко-брусника, ЗиЗ",https://vkusvill.ru/upload/resize/238276/238276_250x250x70.jpg,4603739953614,Закажи и забери,Бакалея (закажи и забери),51/1251.jpg,нет
1374,"Каша льняная ""Шоколад, изюм, семена чиа"", ЗиЗ",https://vkusvill.ru/upload/resize/238512/238512_250x250x70.jpg,4680059821588,Закажи и забери,Бакалея (закажи и забери),74/1374.jpg,нет
1385,"Кокосовое ""молоко"" сухое в саше, ЗиЗ",https://vkusvill.ru/upload/resize/238535/238535_250x250x70.jpg,4680059821663,Закажи и забери,Бакалея (закажи и забери),85/1385.jpg,нет
1386,"Стевия в саше, ЗиЗ",https://vkusvill.ru/upload/resize/238536/238536_250x250x70.jpg,4680059821649,Закажи и забери,Бакалея (закажи и забери),86/1386.jpg,нет
1899,"Хлебцы льняные ""Тайские"", ЗиЗ",https://vkusvill.ru/upload/resize/239696/239696_250x250x70.jpg,2100100082451,Закажи и забери,Бакалея (закажи и забери),99/1899.jpg,нет
1927,"Чай гречишный,100гр., ЗиЗ",https://vkusvill.ru/upload/resize/239762/239762_250x250x70.jpg,4680059821434,Закажи и забери,Бакалея (закажи и забери),27/1927.jpg,нет
2268,"Соус фруктовый Малиновый, ЗиЗ",https://vkusvill.ru/upload/resize/240595/240595_250x250x70.jpg,4640027303461,Закажи и забери,Бакалея (закажи и забери),68/2268.jpg,нет
2348,"Варенье апельсин-банан с имбирём, ЗиЗ",https://vkusvill.ru/upload/resize/240783/240783_250x250x70.jpg,4603739953591,Закажи и забери,Бакалея (закажи и забери),48/2348.jpg,нет
2737,"Чипсы из ананаса, 35гр., ЗиЗ",https://vkusvill.ru/upload/resize/241681/241681_250x250x70.jpg,2100100153243,Закажи и забери,Бакалея (закажи и забери),37/2737.jpg,нет
2780,"Крекеры ""Деревенские"", ЗиЗ",https://vkusvill.ru/upload/resize/241784/241784_250x250x70.jpg,4607816843362,Закажи и забери,Бакалея (закажи и забери),80/2780.jpg,нет
2794,"Варенье из жимолости, ЗиЗ",https://vkusvill.ru/upload/resize/241835/241835_250x250x70.jpg,4603728485201,Закажи и забери,Бакалея (закажи и забери),94/2794.jpg,нет
2893,"Соус фруктовый Черносмородиновый,ЗиЗ",https://vkusvill.ru/upload/resize/242051/242051_250x250x70.jpg,4640027303454,Закажи и забери,Бакалея (закажи и забери),93/2893.jpg,нет
3007,"Семена чиа в саше, ЗиЗ",https://vkusvill.ru/upload/resize/242299/242299_250x250x70.jpg,4680059821687,Закажи и забери,Бакалея (закажи и забери),07/3007.jpg,нет
3078,"Приправа для Лобио, ЗиЗ",https://vkusvill.ru/upload/resize/243091/243091_250x250x70.jpg,4603739578206,Закажи и забери,Бакалея (закажи и забери),78/3078.jpg,нет
3596,"Соус для макарон с острым перцем, ЗиЗ",https://vkusvill.ru/upload/resize/33542/33542_250x250x70.jpg,4640027303485,Закажи и забери,Бакалея (закажи и забери),96/3596.jpg,нет
360,"Нектар тыквенно-яблочный,1л., ЗиЗ",https://vkusvill.ru/upload/resize/236539/236539_250x250x70.jpg,4810797036368,Закажи и забери,Напитки (закажи и забери) ,60/360.jpg,закажи и забери
361,"Нектар морковь-тыква, 1л., ЗиЗ",https://vkusvill.ru/upload/resize/236540/236540_250x250x70.jpg,4810797036375,Закажи и забери,Напитки (закажи и забери) ,61/361.jpg,закажи и забери
362,"Сок березовый  с мятой и сахаром,1л.,ЗиЗ",https://vkusvill.ru/upload/resize/236541/236541_250x250x70.jpg,4810797036405,Закажи и забери,Напитки (закажи и забери) ,62/362.jpg,закажи и забери
363,"Сок березовый с настоем шиповника, 1л.,ЗиЗ",https://vkusvill.ru/upload/resize/236542/236542_250x250x70.jpg,4810797036399,Закажи и забери,Напитки (закажи и забери) ,63/363.jpg,закажи и забери
364,"Нектар тыквенный,1л., ЗиЗ",https://vkusvill.ru/upload/resize/236543/236543_250x250x70.jpg,4810797036344,Закажи и забери,Напитки (закажи и забери) ,64/364.jpg,закажи и забери
